#,Name,Price,Description,Image
125,Toyota Highlander,$ 55 000,"2020 г., 2.5 л., автомат внедорожник 5 дв., гибрид руль слева, 40 000 км",https://im.mashina.kg/tachka/images//4/8/3/483bdfaabcd91b1c407d4268c234f70d_240x180.jpg
126,Kia K8,$ 53 000,"2021 г., 2.5 л., автомат седан, бензин руль слева, 20 000 км",https://im.mashina.kg/tachka/images//c/6/a/c6a02dcbde8d25e972cf5db218c1265e_240x180.jpg
127,Mercedes-Benz E-класс,$ 32 500,"2018 г., 2 л., автомат седан, дизель руль слева, 95 000 км",https://im.mashina.kg/tachka/images//1/b/a/1ba51abaff437c0abb67a4f84673d389_240x180.jpg
128,Kia K8,$ 52 000,"2022 г., 1.6 л., автомат седан, гибрид руль слева, 12 000 км",https://im.mashina.kg/tachka/images//4/2/c/42c2a79a86064208019fdeef49a8fa7f_240x180.jpg
129,Lexus RX,$ 53 000,"2017 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 45 000 км",https://im.mashina.kg/tachka/images//b/7/3/b735e3713b80d9fb5f7d4e3b95613f43_240x180.jpg
130,Kia K5 II Седан,$ 14 700,"2016 г., 2 л., автомат седан, газ руль слева, 115 000 км",https://im.mashina.kg/tachka/images//5/1/2/512cdd09f965afb7f1c48f7e473b80c9_240x180.jpg
131,BMW 5 Серия,$ 33 700,"2017 г., 2 л., автомат седан, дизель руль слева, 107 000 км",https://im.mashina.kg/tachka/images//b/6/e/b6e20b4e9b3be540bf2ffea7820905e1_240x180.jpg
132,Toyota RAV4,$ 37 500,"2019 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 46 000 км",https://im.mashina.kg/tachka/images//9/f/9/9f9e55097afab3d426ddde098540a6c9_240x180.jpg
133,Toyota Camry,$ 51 000,"2021 г., 2.5 л., вариатор седан, гибрид руль слева, 9 000 км",https://im.mashina.kg/tachka/images//5/b/6/5b6689a9930f700bd776518de0c5f9c2_240x180.jpg
134,Kia Sorento,$ 30 000,"2017 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева, 72 000 км",https://im.mashina.kg/tachka/images//f/0/b/f0b98d6e4ed0bffd6e11ccd8ac035e9c_240x180.jpg
135,Subaru Outback,$ 16 500,"2016 г., 2.5 л., вариатор универсал, бензин руль слева, 92 000 км",https://im.mashina.kg/tachka/images//8/1/2/812116458f24236b4a07ff8f2edc8b63_240x180.jpg
136,Daewoo Nexia,$ 3 899,"2012 г., 1.6 л., механика седан, бензин руль слева, 75 255 км",https://im.mashina.kg/tachka/images//c/1/2/c120b94d53f79b5d8863ae74114a7c92_240x180.jpg
137,Toyota RAV4,$ 27 800,"2019 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 90 000 км",https://im.mashina.kg/tachka/images//0/5/3/053f855b8e6fb3a0e802c269d6767492_240x180.jpg
138,Kia K5 II Седан,$ 18 500,"2016 г., 2 л., автомат седан, бензин руль слева, 91 400 км",https://im.mashina.kg/tachka/images//1/8/0/1800e2a53ac5f762c38f0ec38f927391_240x180.jpg
139,Lexus ES,$ 29 700,"2016 г., 2.5 л., вариатор седан, гибрид руль слева, 100 000 км",https://im.mashina.kg/tachka/images//4/7/f/47fd3c72a3603490e402543651804c1c_240x180.jpg
140,Toyota Avensis,$ 8 500,"2003 г., 2 л., автомат седан, бензин руль слева, 272 173 км",https://im.mashina.kg/tachka/images//b/8/e/b8e6d23ebfd17e57e04740949e2ea15d_240x180.jpg
141,Mercedes-Benz C-Класс AMG,$ 64 000,"2022 г., 3 л., автомат купе, бензин руль слева, 7 292 км",https://im.mashina.kg/tachka/images//0/4/0/0402edad7c6b28785468c37c2b82448b_240x180.jpg
142,Mercedes-Benz S-класс,$ 191 000,"2021 г., 4 л., автомат седан, бензин руль слева, 6 913 км",https://im.mashina.kg/tachka/images//9/5/b/95b2c8bf60b18cfc1f11f5423cc33153_240x180.jpg
143,Land Rover Range Rover Evoque,$ 57 000,"2021 г., 2 л., автомат внедорожник 5 дв., бензин руль слева, 22 425 км",https://im.mashina.kg/tachka/images//e/d/9/ed9a2477e8ec1923763b196f25ff85df_240x180.jpg
144,Hyundai Palisade,$ 61 000,"2021 г., 3.8 л., автомат внедорожник 5 дв., бензин руль слева, 38 700 км",https://im.mashina.kg/tachka/images//3/7/7/3777ae1d0e158729e4541de8ad18cc63_240x180.jpg
145,Lexus ES,$ 32 000,"2017 г., 2.5 л., вариатор седан, гибрид руль слева, 141 000 км",https://im.mashina.kg/tachka/images//8/d/6/8d69f3be38513a7c1623fecd95756527_240x180.jpg
146,Toyota Camry,$ 14 999,"2012 г., 2.5 л., автомат седан, бензин руль слева, 150 000 км",https://im.mashina.kg/tachka/images//e/2/6/e26aebe1917748889633b7d59298f20c_240x180.jpg
147,Toyota Camry,$ 22 800,"2015 г., 2.5 л., автомат седан, бензин руль слева, 87 000 км",https://im.mashina.kg/tachka/images//3/7/d/37dafc91e6b730067060fc5b5f0f85dc_240x180.jpg
148,Hyundai Palisade,$ 51 000,"2021 г., 3.8 л., автомат внедорожник 5 дв., бензин руль слева, 32 000 км",https://im.mashina.kg/tachka/images//c/0/4/c043392e9c7cef0211f97235e5b01573_240x180.jpg
149,Toyota Land Cruiser,$ 135 000,"2021 г., 3.4 л., автомат внедорожник 5 дв., бензин руль слева, 15 000 км",https://im.mashina.kg/tachka/images//6/a/d/6ad285827759d671ce45464b95a38738_240x180.jpg
150,Lexus ES,$ 12 800,"2006 г., 3.5 л., автомат седан, бензин руль слева, 254 599 км",https://im.mashina.kg/tachka/images//5/0/3/503a62ce5156590e11ecd2f6b214f142_240x180.jpg
151,Toyota Camry,$ 23 999,"2017 г., 2.5 л., автомат седан, бензин руль слева, 120 000 км",https://im.mashina.kg/tachka/images//c/b/4/cb427951212403a96998267c203a30b1_240x180.jpg
152,Toyota Land Cruiser,$ 66 000,"2016 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 188 000 км",https://im.mashina.kg/tachka/images//7/c/a/7cabdc4bfceeca36546df754388c1567_240x180.jpg
153,Toyota Highlander,$ 38 000,"2018 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 38 500 км",https://im.mashina.kg/tachka/images//b/9/6/b96852402db03246e854eb4ac3b10faa_240x180.jpg
154,Lexus ES,$ 55 000,"2019 г., 2.5 л., вариатор седан, гибрид руль слева, 66 000 км",https://im.mashina.kg/tachka/images//c/c/6/cc6f9c30791b3803b775edadcbeddcf6_240x180.jpg
155,Toyota 4Runner,$ 23 500,"2007 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 123 458 км",https://im.mashina.kg/tachka/images//4/e/f/4ef4c28596c72b2fa401bda036081ae1_240x180.jpg
156,Toyota Highlander,$ 45 000,"2018 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 46 000 км",https://im.mashina.kg/tachka/images//9/a/9/9a900212208f61fae794765bb1e0a1c9_240x180.jpg
157,Lexus LX,$ 62 500,"2013 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 145 000 км",https://im.mashina.kg/tachka/images//f/5/a/f5a683784fd257b7ba8563f68c712fc5_240x180.jpg
158,Mazda Demio,$ 5 400,"2004 г., 1.3 л., автомат хэтчбек 5 дв., бензин руль справа, 173 000 км",https://im.mashina.kg/tachka/images//1/8/4/18433fd98558245830f16f89ee1cafa6_240x180.jpg
159,Nissan Teana,$ 5 300,"2003 г., 2.3 л., автомат седан, бензин руль справа, 148 000 км",https://im.mashina.kg/tachka/images//c/a/d/cad7dff66be543261fbde29cc79c9d11_240x180.jpg
160,Honda Jazz,$ 9 700,"2006 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль слева, 124 600 км",https://im.mashina.kg/tachka/images//5/7/a/57aa60494a58f012e993d60064b0a955_240x180.jpg
161,Honda Jazz,$ 9 700,"2006 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль слева, 124 600 км",https://im.mashina.kg/tachka/images//5/7/a/57aa60494a58f012e993d60064b0a955_240x180.jpg
162,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",No picher
163,Honda Fit,$ 5 500,"2003 г., 1.3 л., вариатор хэтчбек 5 дв., бензин руль справа, 200 000 км",https://im.mashina.kg/tachka/images//3/0/3/3039e844cd91ebe69828c2da30a9dfe7_240x180.jpg
164,Audi A6,$ 6 400,"1994 г., 2.6 л., механика седан, бензин руль слева, 380 000 км",https://im.mashina.kg/tachka/images//e/f/6/ef69096b2a71975455a8c2b7bef3ebbc_240x180.jpg
165,Toyota Camry,$ 10 900,"2004 г., 2.4 л., автомат седан, бензин руль слева, 174 000 км",https://im.mashina.kg/tachka/images//9/4/3/943a1e4490d637cae0c7e153a119b677_240x180.jpg
166,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",No picher
167,Subaru Outback,$ 9 400,"2004 г., 3 л., автомат универсал, бензин руль справа, 268 000 км",https://im.mashina.kg/tachka/images//2/9/e/29ef203617053d240c738ee2329f0bd9_240x180.jpg
168,Nissan X-Trail,$ 6 800,"2001 г., 2 л., автомат внедорожник 5 дв., бензин руль справа, 256 000 км",https://im.mashina.kg/tachka/images//9/1/9/91967ad63dad0b722fb70978aab20c27_240x180.jpg
169,Honda Odyssey,$ 3 806,"1999 г., 2.3 л., автомат минивэн, бензин руль справа, 300 000 км",https://im.mashina.kg/tachka/images//4/2/7/427458dbf61ed83e922dd7ac32c690d5_240x180.jpg
170,BMW 5 Серия,$ 8 700,"2001 г., 3 л., механика седан, бензин руль слева, 300 000 км",https://im.mashina.kg/tachka/images//5/1/0/510e30b7aa866891c456594d1e0f15e2_240x180.jpg
171,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",https://im.mashina.kg/tachka/images//7/c/7/7c76480c2ad747cfc607c50214dc1011_240x180.jpg
172,Toyota Prius,$ 29 000,"2020 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль слева, 16 000 км",https://im.mashina.kg/tachka/images//c/4/f/c4fe783ab2a77e63fa93f2aaeb5e0d77_240x180.jpg
173,Chevrolet Aveo,$ 4 037,"2007 г., 1.2 л., механика седан, бензин руль слева, 250 000 км",https://im.mashina.kg/tachka/images//d/0/7/d071e238935219bf70d57ab4e25ef27b_240x180.jpg
174,Toyota Yaris,$ 3 600,"1999 г., 1 л., механика хэтчбек 5 дв., бензин руль слева, 252 781 км",https://im.mashina.kg/tachka/images//0/7/3/073dcf130fd19db40c5478f365396e00_240x180.jpg
175,Toyota RAV4,$ 43 000,"2020 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 19 900 км",https://im.mashina.kg/tachka/images//f/3/1/f314fd26da1c465a5e4e8e66c6250edc_240x180.jpg
176,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",https://im.mashina.kg/tachka/images//0/2/0/020886423cd23f48c04573313f85df42_240x180.jpg
177,Nissan AD,$ 7 000,"2007 г., 1.8 л., автомат универсал, бензин руль справа, 180 000 км",https://im.mashina.kg/tachka/images//1/b/e/1be4aab37f4e2a4f4d257db6e287180c_240x180.jpg
178,Honda Civic,$ 7 999,"2007 г., 1.3 л., вариатор седан, гибрид руль слева, 35 800 км",https://im.mashina.kg/tachka/images//1/5/e/15e90249b3c20814441bdfd13d0e7aeb_240x180.jpg
179,Mazda Demio,$ 4 900,"2003 г., 1.3 л., автомат хэтчбек 5 дв., бензин руль справа, 119 421 км",https://im.mashina.kg/tachka/images//a/9/9/a99e1658bcd40ff3fcd027653d5986e7_240x180.jpg
180,Lexus RX,$ 16 700,"2005 г., 3.3 л., вариатор внедорожник 5 дв., гибрид руль слева, 209 214 км",https://im.mashina.kg/tachka/images//3/4/e/34e8dbbf857474809605f0f1a9f6e69b_240x180.jpg
181,Toyota Land Cruiser,$ 6 500,"1988 г., 4 л., автомат внедорожник 5 дв., дизель руль справа, 400 000 км",https://im.mashina.kg/tachka/images//2/4/b/24ba80c89faf4b0894e49ac764f8b537_240x180.jpg
182,BMW X5,$ 13 800,"2005 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 222 000 км",https://im.mashina.kg/tachka/images//3/a/5/3a5483642af26ceef00af6b2905f926c_240x180.jpg
183,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",https://im.mashina.kg/tachka/images//8/d/4/8d48598d32bdfa2bb300d1973e6301c8_240x180.jpg
184,Daewoo Matiz,$ 2 422,"2002 г., 0.8 л., автомат хэтчбек 5 дв., бензин руль слева, 2 000 км",https://im.mashina.kg/tachka/images//8/f/7/8f7338434be420607ac7f7cdf012820a_240x180.jpg
185,Kia Sorento,$ 26 500,"2017 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева, 118 000 км",https://im.mashina.kg/tachka/images//6/d/3/6d3e33657b677c670ae7f2a4e266d96d_240x180.jpg
186,Honda CR-V,$ 12 000,"2006 г., 2.4 л., автомат внедорожник 5 дв., бензин руль слева, 186 041 км",https://im.mashina.kg/tachka/images//f/4/0/f409317cb4113cca9efdff3f011ec35c_240x180.jpg
187,Subaru Forester,$ 9 500,"2005 г., 2 л., автомат универсал, бензин руль справа, 250 000 км",https://im.mashina.kg/tachka/images//f/8/5/f852ed390aef80d8f5ba4d08103a5b92_240x180.jpg
188,BMW 5 Серия,$ 8 300,"2000 г., 3 л., автомат седан, бензин руль слева, 266 000 км",https://im.mashina.kg/tachka/images//d/6/8/d68462f61ce7bcc91183a83ab376b8bd_240x180.jpg
189,Mercedes-Benz E-класс,$ 8 651,"2002 г., 2.6 л., автомат седан, бензин руль слева, 270 000 км",https://im.mashina.kg/tachka/images//1/a/a/1aa162edb4b841f65106c4205617ce5c_240x180.jpg
190,Toyota Picnic,$ 5 555,"2000 г., 2.2 л., механика компактвэн, дизель руль слева, 400 000 км",https://im.mashina.kg/tachka/images//7/9/0/7907cfebc5ea42d81c2ef282176f1aac_240x180.jpg
191,ВАЗ (Lada) 2107,$ 2 422,"2010 г., 1.6 л., механика седан, бензин руль слева, 90 000 км",https://im.mashina.kg/tachka/images//5/3/4/534f15131015c90b15f80cae10290477_240x180.jpg
192,Honda Fit,$ 14 199,"2016 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль слева, 64 000 км",https://im.mashina.kg/tachka/images//3/0/c/30c0b730fc48f21f077467c535abe363_240x180.jpg
193,Honda Jazz,$ 11 000,"2005 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль слева, 186 000 км",https://im.mashina.kg/tachka/images//0/d/3/0d34dea82afe380adc9088a88ed5994b_240x180.jpg
194,Subaru Legacy,$ 4 729,"2002 г., 2 л., автомат универсал, бензин руль справа",https://im.mashina.kg/tachka/images//9/c/7/9c770aadfdf05b971f8f9327d02e07fc_240x180.jpg
195,Toyota Camry,$ 50 000,"2018 г., 3.5 л., автомат седан, бензин руль слева, 79 000 км",https://im.mashina.kg/tachka/images//a/1/f/a1fbccfbff4bf083cf54c7001583fbdc_240x180.jpg
196,Hyundai Avante,$ 11 200,"2017 г., 1.6 л., автомат седан, бензин руль слева",https://im.mashina.kg/tachka/images//7/c/1/7c166a33b15f88840391087e2d5ff35e_240x180.jpg
197,Honda Inspire,$ 8 304,"2004 г., 3 л., автомат седан, бензин руль слева, 239 000 км",https://im.mashina.kg/tachka/images//8/d/d/8dd3d93faa5c4fb604a21abb6672c253_240x180.jpg
198,Kia K7,$ 22 100,"2020 г., 3 л., автомат седан, газ руль слева",https://im.mashina.kg/tachka/images//0/5/6/0561cf3e917b4d5d3a891e7ff08af9ed_240x180.jpg
199,Honda CR-V,$ 14 800,"2008 г., 2.4 л., автомат внедорожник 5 дв., бензин руль слева, 170 000 км",https://im.mashina.kg/tachka/images//6/9/e/69e0308fabd2cf7d9a7d10909d67fe32_240x180.jpg
200,Toyota RAV4,$ 21 500,"2017 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 70 000 км",https://im.mashina.kg/tachka/images//a/f/9/af9be4a65eb3d4efbca04671558a885c_240x180.jpg
201,Hyundai Santa Fe,$ 34 500,"2021 г., 2.2 л., робот внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//e/b/f/ebf0b1f38e51b7d3cf0d1f570905d5a4_240x180.jpg
202,Hyundai Sonata,$ 12 500,"2015 г., 2 л., автомат седан, газ руль слева, 250 000 км",https://im.mashina.kg/tachka/images//c/9/4/c94b2190d79483a0f6282c2097885d27_240x180.jpg
203,Hyundai Santa Fe,$ 17 000,"2016 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//5/f/f/5ff895da6c95fca63bf19dfccfbe4b79_240x180.jpg
204,Subaru Outback,$ 17 000,"2016 г., 2.5 л., вариатор универсал, бензин руль слева, 92 000 км",https://im.mashina.kg/tachka/images//0/d/9/0d93f500e40f29fd3206eb7099c1f420_240x180.jpg
205,Toyota Camry,$ 44 000,"2018 г., 3.5 л., автомат седан, бензин руль слева, 78 000 км",https://im.mashina.kg/tachka/images//b/d/e/bdeaa0336f1d93beda986f9f794f42fe_240x180.jpg
206,Toyota Camry,$ 15 900,"2016 г., 2.5 л., автомат седан, бензин руль слева, 85 000 км",https://im.mashina.kg/tachka/images//3/f/f/3ff03d12c59eacadc6251ef2cc2a87fa_240x180.jpg
207,Kia K5 II Седан,$ 12 200,"2018 г., 2 л., автомат седан, газ руль слева",https://im.mashina.kg/tachka/images//a/d/f/adf60a21ce136501609807a63d63a838_240x180.jpg
208,Mercedes-Benz GLK-класс,$ 21 000,"2012 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 259 000 км",https://im.mashina.kg/tachka/images//e/8/e/e8edf60bfe5c29030a70ea03dfb181da_240x180.jpg
209,Kia Sorento,$ 17 400,"2017 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//5/a/4/5a4a330aa509391b1121d8253b3fece1_240x180.jpg
210,Daewoo Leganza,$ 577,"1997 г., 1.8 л., механика седан, бензин руль слева, 256 423 км",https://im.mashina.kg/tachka/images//0/7/4/074df742eaf4a4417339a0773651e798_240x180.jpg
211,Honda Accord,$ 3 691,"2001 г., 2 л., механика седан, бензин руль справа",https://im.mashina.kg/tachka/images//6/d/d/6dd23b0e2e09103e95d1f738b41b7c95_240x180.jpg
212,Hyundai Sonata,$ 16 000,"2019 г., 2 л., автомат седан, бензин руль слева",https://im.mashina.kg/tachka/images//2/d/8/2d8fcb132395669930472fa620647914_240x180.jpg
213,Honda Fit,$ 7 843,"2003 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль справа, 247 200 км",https://im.mashina.kg/tachka/images//1/a/3/1a33444070f1a674431643e1b9acf8cb_240x180.jpg
214,Kia Sportage,$ 24 800,"2017 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 78 000 км",https://im.mashina.kg/tachka/images//7/a/c/7ac9255c45969330db64e59b900aac92_240x180.jpg
215,Toyota Estima,$ 10 500,"2003 г., 2.4 л., автомат минивэн, бензин руль справа, 163 000 км",No picher
216,Hyundai Sonata,$ 12 600,"2018 г., автомат седан, газ руль слева",https://im.mashina.kg/tachka/images//d/6/9/d6981b91354877309a56e6d7e5252a26_240x180.jpg
217,Volkswagen Touran,$ 5 767,"2007 г., 1.6 л., механика компактвэн, бензин руль слева, 18 000 км",https://im.mashina.kg/tachka/images//b/8/9/b89fec977106b1fa271ca552d77ad919_240x180.jpg
218,Hyundai Santa Fe,$ 23 800,"2018 г., 2 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//b/f/c/bfc8f06b9328471cf011b8f4b802e90d_240x180.jpg
219,Mercedes-Benz E-класс,$ 9 200,"2000 г., 3.2 л., автомат седан, бензин руль слева, 200 000 км",https://im.mashina.kg/tachka/images//1/7/4/1742fb9f3f5d166068922b6fb158bb53_240x180.jpg
220,Toyota Camry,$ 30 000,"2018 г., 2.5 л., вариатор седан, гибрид руль слева, 4 600 км",https://im.mashina.kg/tachka/images//e/b/5/eb5fa2e9c5f6ff9e7dd5eac015549a06_240x180.jpg
221,Honda Fit,$ 9 227,"2008 г., 1.5 л., автомат хэтчбек 5 дв., бензин руль слева, 139 000 км",https://im.mashina.kg/tachka/images//b/4/1/b41022761eaa4baeb22a52c25d3157f5_240x180.jpg
222,ВАЗ (Lada) 2107,$ 3 403,"2010 г., 1.6 л., механика седан, бензин руль слева, 71 000 км",https://im.mashina.kg/tachka/images//e/e/1/ee1e530442545e848d4d4486df8f782d_240x180.jpg
223,Kia Sorento,$ 24 800,"2018 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева, 121 000 км",https://im.mashina.kg/tachka/images//2/0/d/20df24cba01c169a103793d8a104ce53_240x180.jpg
224,Volkswagen Passat,$ 1 961,"1991 г., 2 л., механика седан, бензин руль слева, 150 000 км",https://im.mashina.kg/tachka/images//2/7/c/27cb8b8c73be3770d5f099831c9433a5_240x180.jpg
225,BMW X7,$ 140 000,"2023 г., 3 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//e/a/8/ea8d98241c655cc3278cb612f4eed6d7_240x180.jpg
226,BMW X6 M,$ 153 000,"2023 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева",https://im.mashina.kg/tachka/images//8/b/7/8b7159c05efe1caec9835681d89e095e_240x180.jpg
227,Honda Fit,$ 7 600,"2002 г., 1.5 л., вариатор хэтчбек 5 дв., бензин руль справа, 128 500 км",https://im.mashina.kg/tachka/images//a/4/9/a496b8084ada911914f1b6277a34dae3_240x180.jpg
228,Hyundai Grandeur,$ 16 300,"2017 г., 3 л., автомат седан, бензин / газ руль слева, 200 000 км",https://im.mashina.kg/tachka/images//a/1/d/a1d28f14ed5df3b0d2d493a85089a9d5_240x180.jpg
229,Hyundai Palisade,$ 67 500,"2023 г., 2.2 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//1/a/3/1a35deba03a08be81be4fcde042ed73a_240x180.jpg
230,Kia Mohave (Borrego),$ 53 500,"2023 г., 3 л., автомат внедорожник 5 дв., дизель руль слева",https://im.mashina.kg/tachka/images//5/2/5/5253621933fadf8a3c141ad4f951dffa_240x180.jpg
231,Honda Jazz,$ 9 112,"2008 г., 1.3 л., вариатор хэтчбек 5 дв., бензин руль слева, 190 000 км",https://im.mashina.kg/tachka/images//3/2/b/32bf550a5f85c9b68f1724921a089eb3_240x180.jpg
232,Toyota Camry,$ 10 957,"2007 г., 3.5 л., автомат седан, бензин руль слева, 261 600 км",https://im.mashina.kg/tachka/images//1/3/d/13dea5954458c87d4d1c07bd3ffcb25a_240x180.jpg
233,Kia Sorento,$ 52 000,"2021 г., 2.2 л., робот внедорожник 5 дв., дизель руль слева, 10 000 км",https://im.mashina.kg/tachka/images//3/9/c/39cc55ed44df54f8b632498ffdeb7451_240x180.jpg
234,Toyota Camry,$ 29 900,"2021 г., 2.5 л., автомат седан, бензин руль слева, 23 000 км",https://im.mashina.kg/tachka/images//c/1/6/c161b8903a73a5520939186b72d10b60_240x180.jpg
235,Lexus RX,$ 17 000,"2007 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 204 031 км",https://im.mashina.kg/tachka/images//0/8/0/08050444bba24ba059dda8c289aa5e16_240x180.jpg
236,Lexus LX,$ 48 000,"2011 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 227 000 км",https://im.mashina.kg/tachka/images//f/f/d/ffdfc161739c373d283d616a62d5a85d_240x180.jpg
237,Daewoo Matiz,$ 2 884,"2005 г., 1 л., механика хэтчбек 5 дв., бензин руль слева",https://im.mashina.kg/tachka/images//2/0/e/20ef05a5984d58cbe95d68d99b496bd7_240x180.jpg
238,Toyota Camry,$ 14 500,"2012 г., 2.5 л., автомат седан, бензин руль слева, 888 888 км",https://im.mashina.kg/tachka/images//b/4/c/b4ce30ebb188d3d1aad6affa7d816027_240x180.jpg
239,Daewoo Matiz,$ 3 300,"2011 г., 0.8 л., механика хэтчбек 5 дв., бензин руль слева, 158 967 км",https://im.mashina.kg/tachka/images//8/6/f/86f395765107836d83caaa2f743c4f89_240x180.jpg
240,Hyundai Sonata,$ 17 300,"2016 г., 2 л., автомат седан, гибрид руль слева, 59 000 км",https://im.mashina.kg/tachka/images//3/4/9/3498845406a9f73565def3767bbbfe4e_240x180.jpg
241,Hyundai Avante,$ 14 500,"2018 г., 1.6 л., автомат седан, бензин руль слева, 56 700 км",https://im.mashina.kg/tachka/images//1/b/e/1bedd5dfa91f0c7170024d6e8c2fa395_240x180.jpg
242,Chevrolet TrailBlazer,$ 6 500,"2007 г., 4.2 л., автомат внедорожник 5 дв., бензин руль слева, 188 000 км",https://im.mashina.kg/tachka/images//9/0/2/902b32470d6565d458987e24d9a8a9be_240x180.jpg
243,Volkswagen Passat,$ 3 800,"2000 г., 1.9 л., механика универсал, дизель руль слева, 250 000 км",https://im.mashina.kg/tachka/images//0/3/1/03169ac7ed20d3ed9adf6a35dd56b5df_240x180.jpg
244,Lexus GX,$ 23 500,"2006 г., 4.7 л., автомат внедорожник 5 дв., бензин руль слева, 260 000 км",https://im.mashina.kg/tachka/images//6/c/7/6c73fab8b1524e91aa145e633a23dd4e_240x180.jpg
245,Kia K5 II Седан,$ 17 000,"2018 г., 2 л., автомат седан, газ руль слева, 149 700 км",https://im.mashina.kg/tachka/images//4/0/3/403b0278d3f78e59daefa73b1f995167_240x180.jpg
246,Mercedes-Benz Vito,$ 5 190,"2001 г., 2.3 л., механика минивэн, бензин руль слева, 340 000 км",https://im.mashina.kg/tachka/images//9/2/e/92ea12af2fecaef034b680302e962bb6_240x180.jpg
247,Kia Sorento,$ 21 900,"2016 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 167 761 км",https://im.mashina.kg/tachka/images//2/9/a/29ae284ca048754cff3864b7b26f2fb4_240x180.jpg
248,Toyota Camry,$ 32 000,"2018 г., 2.5 л., вариатор седан, гибрид руль слева, 107 000 км",https://im.mashina.kg/tachka/images//e/8/b/e8b55cc0128f9d668c4e41654142e7e7_240x180.jpg
249,Lexus RX,$ 26 000,"2010 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 160 000 км",https://im.mashina.kg/tachka/images//d/b/2/db2a894dceec3432901d743472c465a7_240x180.jpg
250,Kia Sorento,$ 22 500,"2018 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 134 000 км",https://im.mashina.kg/tachka/images//2/7/2/272739259b79662754aca1bb8fa91bdb_240x180.jpg
251,Mercedes-Benz E-класс,$ 5 300,"1996 г., 2.3 л., автомат седан, бензин руль слева, 491 000 км",https://im.mashina.kg/tachka/images//a/b/f/abfce76bc39440550b8c375e081ab263_240x180.jpg
252,Honda Inspire,$ 9 900,"2004 г., 3 л., автомат седан, бензин руль справа, 2 300 км",https://im.mashina.kg/tachka/images//8/0/0/800ae19587588d951aa1998339cfcb37_240x180.jpg
253,Mitsubishi Challenger,$ 6 500,"1997 г., 3.5 л., автомат внедорожник 5 дв., бензин руль справа, 2 023 км",https://im.mashina.kg/tachka/images//1/7/e/17edcd226db7e5040ca640329dbb6a0c_240x180.jpg
254,Toyota 4Runner,$ 26 500,"2008 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 181 000 км",https://im.mashina.kg/tachka/images//3/7/a/37a57d7766b1cf6432b186d4b2e75f56_240x180.jpg
255,Toyota 4Runner,$ 50 000,"2017 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 98 200 км",https://im.mashina.kg/tachka/images//8/d/4/8d49209f1e392415ad9f6aa04a3c54c2_240x180.jpg
