#,Name,Price,Description,Image
292,"Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2002",6500$ ,"2002  Седан,
                                        темно-синий,
                                        4.3 л.,
                                                    бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/2fim7l3TAopusv-AAwEWeg/1080x-/20230109/7915f97089b25262dea2fc4bada98283.jpg
293,"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2014",14800$ ,"2014 230000 км Хэтчбек,
                                        белый,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/VFWzZl_3LOVy6zprRuIiJA/1080x-/20230109/b97fe9ccfb75183b59b17879f9b7cf9f.jpg
294,"Kia K5 1 поколение Седан , 2016",13500$ ,"2016 122040 км Седан,
                                        серебряный,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/S7B7bO2z7iMk2Ti9FnG1_A/1080x-/20230109/0cf11f696ed9b1e3a3b3987c28124d4d.jpg
295,"Kia Sorento 3 поколение Prime кроссовер , 2016",26500$ ,"2016 105000 км Кроссовер,
                                        серый,
                                        2. л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/ta848d3VvwJPrJ_thxgs9A/1080x-/20230109/d4626ca8f7725837714889fa398d873b.jpg
296,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2018",35000$ ,"2018 50000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/d1qyJhc55x7mLU7FZkJ-0g/1080x-/20230109/21c33ad48016c46cc00f641e5dc574bf.jpg
297,"Honda Fit 2 поколение Хетчбэк , 2010",7500$ ,"2010 1 км Хэтчбек,
                                        черный,
                                        1.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/2dI00GC9B-W_p_0k3VADKw/1080x-/20230109/238b6115d965c8157493e8d3014dabe2.jpg
298,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",20500$ ,"2016 210748 км Кроссовер,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/sMD8rzAix72eRPxeH99wIg/1080x-/20230109/4ee7606da4d58343bf60adb813bec224.jpg
299,"Toyota Camry XV50 [рестайлинг] Седан , 2016",17800$ ,"2016 133000 км Седан,
                                        бирюзовый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/V7GIUXVqT8g2woZchuY1mA/1080x-/20230109/a02b73009147b8c2903259875e2324a6.jpg
300,"Kia K5 1 поколение Седан , 2016",14500$ ,"2016 1 км Седан,
                                        серебряный,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",No picture
301,"Toyota Camry XV50 [рестайлинг] Седан , 2018",31000$ ,"2018 74000 км Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/ojGKn3vxlwbKQiaPNl-8nw/1080x-/20230109/903f2d9aa168016510a8ddf1cc907c33.jpg
302,"Honda Odyssey , 2000",6400$ ,"2000 191000 км Минивэн / Бус,
                                        белый жемчуг,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/IjhNv7mufFN-aMihSznLGg/1080x-/20230109/be29dd3823d678e6b7158eabe989a7b5.jpg
303,"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",95000$ ,"2016 140000 км Внедорожник / Пикап,
                                        белый,
                                        4.5 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/rkDuSFTl8z2X7PYwLMJzMA/1080x-/20230109/b321cfe42f0ebfb74efc010a75f18b49.jpg
304,"BYD Yuan EV 2020 Model EV360 Smart Connected Fashion Model, 2020",19000$ ,"2020 28000 км Внедорожник / Пикап,
                                        белый,
                                        1 л.,
                                        левый руль,
                                        электро,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/HNwvPPcTt84t-0lJS-dplA/1080x-/20230109/f76cf4dc73590856501776d88a1a214e.jpg
305,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",25000$ ,"2017 1 км Кроссовер,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/YKo2wzIij7dBpOc4VccWsA/1080x-/20230109/aba52b79fd3e1936c101c40b16fad9e2.jpg
306,"Toyota Harrier 1 поколение , 1999",7000$ ,"1999 250 км Внедорожник / Пикап,
                                        бежевый,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/G_qe1qwWCtcZEdLXZ0doHQ/1080x-/20230109/e41c24477770deef5f26876dee65711f.jpg
307,"Honda Honda e:NP1, 2022",35000$ ,"2022  Кроссовер,
                                        голубой,
                                                    левый руль,
                                        электро,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/8y1dWoLnkyLyb4AgiB2EPQ/1080x-/20230109/eef0e98818fbe056bbe6edd05159d7d6.jpg
308,"Lexus RX 1 поколение Кроссовер , 2002",11500$ ,"2002 1 км Кроссовер,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/Jzj5mblfOzbIkxj4KcdOXQ/1080x-/20230109/7f3afbe91a94bfcf5e99480b1e71b3be.webp
309,"Kia K5 1 поколение Седан , 2018",15700$ ,"2018 123000 км Седан,
                                        серебряный,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/G2sHir79YTrl-e2NOIIiaQ/1080x-/20230109/2972850b6fa12d6b594b4dd624279dab.jpg
310,"Honda Odyssey 2 поколение Минивэн , 2002",5803$ ,"2002 270000 км Минивэн / Бус,
                                        серебряный,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",No picture
311,"BMW 5 серия E34 Седан , 1993",4526$ ,"1993 394000 км Седан,
                                        бордовый,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/bP6b0F4cYV_wZyLw1Pp1iQ/1080x-/20230108/02a0b2bdcb18d7d880b3248755216009.jpeg
312,"Toyota Camry XV50 [рестайлинг] Седан , 2016",17650$ ,"2016 134000 км Седан,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/9HFCWz49vLDMl5T-To4taA/1080x-/20230108/eec033fcade2fbdaa8e0809a3266ce50.jpg
313,"Volkswagen Caddy 2 поколение Фургон , 2000",4700$ ,"2000 156000 км Универсал,
                                        серый,
                                        1.9 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/qGgyhum0fuyYnYGh4Nld8w/1080x-/20230108/4e5fc15c0d032d0699bc420530e4be45.jpg
314,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",25800$ ,"2016 100000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/LxEF0kCSGTeDR4eQVC2VuA/1080x-/20230108/32ebed2ad6571b7bbf67e80bf6de24d4.jpg
315,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2018",23500$ ,"2018 75000 км Кроссовер,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/R7cQqwIhSJz_Rpf6NWZx5w/1080x-/20230108/97237126290d2c8e2cf393b1289740a1.jpg
316,"Hyundai Sonata YF Седан 4-дв. , 2020",30000$ ,"2020 1 км Седан,
                                        синий,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/dloWHZGWlrvTCloYBU4cQg/1080x-/20230108/10667a42fd584593b1b77c50a35969a8.jpg
317,"Toyota Prius 4 поколение Хетчбэк , 2016",15700$ ,"2016 97000 км Хэтчбек,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/_cOBSy6w817_7vmRob9PNA/1080x-/20230108/ac00a48ddbaed0dc30a981a898a9663a.jpg
318,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",24500$ ,"2017 145000 км Кроссовер,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/GBE7UW63tyEB9V9VV28NeA/1080x-/20230108/3688d4cc1d4182d375f98f7d95c7d5ac.jpg
319,"BMW 5 серия E39 [рестайлинг] Touring универсал , 2001",4062$ ,"2001 36000 км Универсал,
                                        черный,
                                        2.2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/AIF_39ESV3A1PNXgpay8GQ/1080x-/20230108/67711c7e08fffdfd88676ce87b04bff1.jpg
320,"Nissan X-Trail T30 Кроссовер , 2002",8500$ ,"2002  Кроссовер,
                                        бирюзовый,
                                        2 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/fZ8NxxTzF8IKNGdAzWSLtg/1080x-/20230108/4ae46a99e57ac8d7ea6db83778e2175f.jpg
321,"Toyota Land Cruiser J200 Внедорожник , 2011",49000$ ,"2011  Внедорожник / Пикап,
                                        черный,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/dsTx6SpsruqCWxNstOlOYw/1080x-/20230108/d6517cb5370ba1052ea8eae8f9856a3a.jpg
322,"Toyota Auris 1 поколение Хетчбэк 3-дв. , 2007",7500$ ,"2007 1 км Хэтчбек,
                                        красный,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        типтроник,
                                        передний,",https://i.cars.kg/preview/r/Vt9CCCi0SBG0obhfWgu_Yw/1080x-/20230107/034b533268ba832e45a4b6fd5d594171.webp
323,"Mercedes-Benz E-Класс W212/S212/C207/A207 [рестайлинг] Купе , 2014",28000$ ,"2014 97000 км Купе,
                                        черный,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/2q7vw-p0fHev8-qN_dAjWA/1080x-/20230107/eb572b4682107d03eb3ffec605c80a48.jpg
324,"Toyota Camry XV50 [рестайлинг] Седан , 2018",29500$ ,"2018 1 км Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/RTMpyVwM1uesrbS7shQHDw/1080x-/20230107/fd7697b7fb8d90e3825d4c4147f8e363.jpg
325,"Kia K7 1 поколение [рестайлинг] Седан , 2016",17700$ ,"2016 170000 км Седан,
                                        серебряный,
                                        3 л.,
                                        левый руль,
                                                    автомат,
                                        передний,",https://i.cars.kg/preview/r/QFiTivB-jwSiDZw1HArBiw/1080x-/20230107/f0d3d6d879c015e99cb1d2e3ede5125d.jpg
326,"Honda Accord 7 поколение Седан , 2003",7000$ ,"2003 269000 км Седан,
                                        черный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/dl4zfrodiv0ugU33Hchq6Q/1080x-/20230107/f1977efd0269a638b726ff1f4ca9d017.jpg
327,"Пикап «Kawei» Gt150Gt 4*2, 2022",21600$ ,"2022  Внедорожник / Пикап,
                                                    2.4 л.,
                                                    бензин,
                                        механика,",https://i.cars.kg/preview/r/xtlZw5zc7S8_Z4EBoM6NdA/1080x-/20230107/6b8bef86ff8e22ffc3eebd704db7e7af.jpg
328,"Lexus LS 4 поколение [2-й рестайлинг] Седан 4-дв. , 2013",33000$ ,"2013 1 км Седан,
                                        черный,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/6FUmk93cSWWSC7unwRXyEQ/1080x-/20230107/cd46c7975481724a9e01863ca78de959.jpg
329,"Hyundai Santa Fe , 2017",24500$ ,"2017 100000 км белый,
                                        2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/euUDpS5tpCqiejT99EUyDA/1080x-/20230107/5dc6891f3265fc0687680e19a9b8ccc5.jpg
330,"Mercedes-Benz E-Класс W213 Седан , 2018",69000$ ,"2018 70000 км Седан,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/njHXGBZjYP7_trzpEVTNkA/1080x-/20230107/b1e6235bbe30f44b1d8164b5ce3ece9d.jpg
331,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2020",36200$ ,"2020 51000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/HsglreCDjz0MQYDOBrmmqQ/1080x-/20230107/558f83a089409834cdc62930224b0daa.jpg
332,"Hyundai Elantra MD [рестайлинг] , 2017",14500$ ,"2017 774 км Седан,
                                        черный,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/wPkBJDyD2yOEtdfHMJzcag/1080x-/20230107/bd57377d3871aa4f72b898592274ccee.jpg
333,"Mercedes-Benz A-Класс W169 Хетчбэк 5-дв. , 2005",6500$ ,"2005 123456 км Хэтчбек,
                                        серебряный,
                                        1.7 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/c1OOyvp5EFlbItTGuOh2Sw/1080x-/20230107/f910cef08900a1f1e2784e1d2d18b3ad.jpg
334,"Toyota Camry XV50 [рестайлинг] Седан , 2015",16300$ ,"2015 205000 км Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/atyl8M-ZGd03A6C5HFkswQ/1080x-/20230107/7392b84f24dc0155b2c6e76ca240522c.jpg
335,"Kia Sportage 4 поколение Кроссовер , 2016",21600$ ,"2016  Кроссовер,
                                                    1.7 л.,
                                                    дизель,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/7JO4n1IY6pn-c2p7LUQalw/1080x-/20230107/49361259ed4840aa7e10457857545298.jpg
336,"Kia Sorento 2 поколение [рестайлинг] Кроссовер , 2016",27100$ ,"2016  Кроссовер,
                                                    2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/PwMyAybrDi43TZ1hkiJ4uA/1080x-/20230107/9c9ca061deaa5ca669e75a13c7cdd9f5.jpg
337,"Hyundai Tucson , 2016",23500$ ,"2016 140000 км Кроссовер,
                                        белый,
                                        2.0 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/TAJjNM8_ZxGvMvflG-2zbA/1080x-/20230107/b8e1092148c2690d3c424a9dee9f6d44.jpg
338,"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1995",4410$ ,"1995  Седан,
                                        серый,
                                        2.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/1gz-cCim9Dgysorv09mg5A/1080x-/20230106/1f3ad4335e308c564462c881bdac5de4.jpg
339,"Mazda Demio 2 поколение , 2003",5800$ ,"2003 211000 км Хэтчбек,
                                        черный,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/JknObjzo2hHkvMpIlWO0Uw/1080x-/20230106/79a45b68374430a8b870b2f3871c67a6.jpg
340,"Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2009",19500$ ,"2009 193000 км Седан,
                                        серебряный,
                                        5.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/nTDu3OVV34DFt6gb4narbg/1080x-/20230106/9eefba621322d30e96fa17eb86af3098.jpg
341,"Toyota Camry XV40 [рестайлинг] Седан 4-дв. , 2009",12000$ ,"2009  Седан,
                                        черный,
                                        2,5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/JOzGNLsq-ATwUAkqU7usjQ/1080x-/20230106/976b1b1905c1ee4e6c4845858d58bf8f.jpg
342,"Toyota Avalon , 2018",45500$ ,"2018 37000 км Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/T13I36JvFEPYC9LTadljYw/1080x-/20230106/778e35024212573cf9c9c70d9688d1d8.jpg
343,"Hyundai Sonata YF Седан 4-дв. , 2010",10500$ ,"2010 230300 км Седан,
                                        черный,
                                        1999 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/a2zJ_mH3-6kOnMmFkyo3iA/1080x-/20230106/730bbe84a51d2622ff688f5f9a294e0c.jpg
344,"Daewoo Nexia 1 поколение [рестайлинг] Седан , 2012",2553$ ,"2012 100000 км Седан,
                                        белый жемчуг,
                                        1.5 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/awxezObvKYpbsBtlCI5ZuQ/1080x-/20230106/6ef5729f9497b5b7c57d52a82bace2fc.jpg
345,"Hyundai Santa Fe , 2018",35000$ ,"2018 110000 км Кроссовер,
                                        дипломат,
                                        2.2 л.,
                                                    дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/BJll8W7JNWoZd_HyaeCHKw/1080x-/20230106/92085401382a9d8f75fe85ed3868db43.jpg
346,"Chevrolet Volt 1 поколение Седан , 2016",19800$ ,"2016 110000 км Седан,
                                        белый,
                                        1.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/l3J4VB3j31dNYFqutPr5qA/1080x-/20230106/07977443b8cf11674bcbbd1a53423e11.jpg
347,"Nissan Prairie M11 Минивэн , 1988",1741$ ,"1988  Минивэн / Бус,
                                        мокрый асфальт,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/4nT_8gPljXhE0nrJQetZ_A/1080x-/20230106/726945fbc4279bbdf80511906cd80ae8.jpg
348,"Toyota Camry XV50 [рестайлинг] Седан , 2021",36500$ ,"2021 23000 км Седан,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/kP6hPiNIq2wGWj4z3Ookbg/1080x-/20230106/f2b95292e5a9b4d27ad46a883e76c43d.jpg
349,"Chevrolet Malibu 5 поколение Седан , 2017",13500$ ,"2017 98000 км Седан,
                                        черный,
                                        1.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/0gZtDc_6yy1pS0Zw01YK9A/1080x-/20230106/23cbb69d22e247563a9ae20b57742d30.jpg
350,"Nissan Leaf , 2011",11500$ ,"2011 73000 км Хэтчбек,
                                        серебряный,
                                        1 л.,
                                        левый руль,
                                        электро,
                                                    передний,",https://i.cars.kg/preview/r/y1ejpzJ4VFsg5gXEBF3AYA/1080x-/20230106/fb932dfddbc63389727c4fdda4bab0cf.jpg
351,"Toyota Windom MCV20 [рестайлинг] Седан , 2000",7200$ ,"2000 307000 км Седан,
                                        серебряный,
                                        2.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/--oHYsHRMfh-ORp15uVkzg/1080x-/20230106/552eafcbda40c8933b59fbfd8c0ea9f8.jpg
352,"Toyota Land Cruiser J100 [рестайлинг] Внедорожник , 2003",20500$ ,"2003 300000 км Внедорожник / Пикап,
                                        черный,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/WLUtJegMG5ax4mdj2hED0A/1080x-/20230106/cf45896949b540cc6cf29da7e7a8b1d5.jpg
353,"Honda Edix 1 поколение , 2005",7950$ ,"2005 250000 км Хэтчбек,
                                        белый жемчуг,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/bA_832gVCzo_X8ZSuuyMSA/1080x-/20230106/a0ab1510c194abf36dfac987450a56d5.jpg
354,"Daewoo Matiz M300 Хетчбэк , 2009",3$ ,"2009  Хэтчбек,
                                        желтый,
                                                                газ-бензин,
                                        механика,",https://i.cars.kg/preview/r/o8dcbqlBhy4ScvwazTGf-g/1080x-/20230106/da3b9998759e5fed4210d89530b8889c.jpg
355,"Mazda Demio 1 поколение , 1998",3700$ ,"1998  Универсал,
                                        синий,
                                        1.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/Hqu1_SoOXgBzcxDBHea0rg/1080x-/20230106/7b24c66751caffa6446e2e5c47af4da3.jpg
356,"Lexus ES 6 поколение Седан , 2014",23800$ ,"2014 20000 км Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/J2UI5A1su4OdJlmQveUPZA/1080x-/20230106/6d3804aee740e53abaea87a7de1abf9e.jpg
357,"Toyota RAV4 2 поколение Кроссовер 5-дв. , 2006",12000$ ,"2006  Кроссовер,
                                                    2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/Yf9bYG-KHxmC4ySP8wvN_w/1080x-/20230106/604bf5b5f7fe10a2643f2b09d1ea31a6.jpg
358,"Hyundai Sonata , 2017",13500$ ,"2017 216000 км Седан,
                                        серебряный,
                                        2.0 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/sZDKD5js4sv1xun3dHCKcw/1080x-/20230106/bf1ccea29ccb536ccb9eb794baf9060c.jpg
359,"Honda Odyssey 2 поколение Минивэн , 2000",5571$ ,"2000 3 км Минивэн / Бус,
                                        белый,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/oREBelouLa3dHV7XUH2u6g/1080x-/20230105/51a21f9273e41b9bff9df1fcdc17405f.jpg
360,"Toyota Land Cruiser J200 [рестайлинг] 200 внедорожник , 2013",52500$ ,"2013 227000 км Внедорожник / Пикап,
                                        черный,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/m4huIWvxmoJjcQ1XhZTbSQ/1080x-/20230105/7b81919cfc84a4e54c83b28a5e7d5fbe.jpg
361,"Kia K5 1 поколение Седан , 2016",17500$ ,"2016 133000 км Седан,
                                        белый,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/YC62vZNK8l1vDzYH-CbbxQ/1080x-/20230105/87fa1f7855bd7e70c375496e234c7378.jpg
362,"Kia Carnival , 2018",27800$ ,"2018 81000 км Минивэн / Бус,
                                        серебряный,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/V2W5thxg1fSOkd1lvEmDCg/1080x-/20230105/7a67bfeec6b22939ea91b3ed841bc449.jpg
363,"Toyota Alphard 1 поколение Минивэн 5-дв. , 2004",12000$ ,"2004 150000 км Минивэн / Бус,
                                        серебряный,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/b2nlA_ewtEQf4MrjXS3V-g/1080x-/20230105/811eda9689fd78449a28ffa5ef0bc520.jpg
364,"Mercedes-Benz E-Класс W211/S211 Седан , 2002",12500$ ,"2002  Седан,
                                        черный,
                                        5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/KD-zam46dJKCLrilzRlXIQ/1080x-/20230105/ac69e9c3414da0fdbdfe686fdab1be98.jpg
365,"Skoda Octavia 3 поколение Лифтбэк 5-дв. , 2013",8200$ ,"2013  Хэтчбек,
                                        белый,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/ZzKFSsZLFfqg02URT6FAFw/1080x-/20230105/855489cdbad4a2922419aff27e651e0d.jpg
366,"Toyota 4Runner 4 поколение Внедорожник , 2004",19000$ ,"2004 36000 км Внедорожник / Пикап,
                                        серебряный,
                                        4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/Ft-AilbDe9HgtKudk8XBNA/1080x-/20230105/0abcbd317c5b91a8fd85ef7280b48663.jpg
367,"Porsche Cayenne 957 Кроссовер , 2009",15000$ ,"2009 262000 км Кроссовер,
                                        черный,
                                        4.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/uuk_tBvNzKui0MTFgYjy5w/1080x-/20230105/35ebef433478e8d7ed18895bf5473fa6.webp
368,"Lexus ES 4 поколение Седан , 2002",10000$ ,"2002 1 км Седан,
                                        серебряный,
                                        3 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/hfgRSjRsubRTArcnuULt7w/1080x-/20230105/64897ab7398927f709571c013fb802e1.webp
369,"Nissan Patrol , 2012",25000$ ,"2012  Внедорожник / Пикап,
                                                    5.7 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/QnAgu4pRLRecV3E-yzAP6A/1080x-/20230105/6322a9a4f6f9d8045fc8ccc014a33802.jpg
370,"Toyota , 2000",6000$ ,"2000  Внедорожник / Пикап,",https://i.cars.kg/preview/r/bHu_qiS7MgTIRrcdxUF5QQ/1080x-/20230105/a84b1752f9856bdc46450afe376398bb.jpg
371,"Mazda Tribute 1 поколение Кроссовер , 2003",5095$ ,"2003 270000 км Кроссовер,
                                        белый,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/eZ3e3n6qKtOFmZYhEOifcA/1080x-/20230105/21ef379bcd48133edbd98c6eb30e575c.jpg
372,"Kia Rio 1 поколение [рестайлинг] Седан , 2003",1857$ ,"2003 250000 км Седан,
                                        синий,
                                        1.3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/eWn3G2pireTpaYu_g_uUmQ/1080x-/20230105/e5a78d67655ee0b09ed572b9363cda99.jpg
373,"Toyota Camry , 2021",28800$ ,"2021 5500 км Седан,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/tT-OXr6dawh2DGE9iZr7RQ/1080x-/20230105/b77a56de315773998c2a4967f2123c7e.jpg
