#,Name,Price,Description,Image
1172,"Toyota Camry , 2017",27200$ ,"2017 54800 км Седан,
                                        бордовый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/KxWYGGTLDSGnTrwnz2-viQ/1080x-/20221021/e6ec8cef8c214addc602db8c73b779a3.jpg
1173,"Honda Odyssey 2 поколение [рестайлинг] Absolute минивэн 5-дв. , 2002",6384$ ,"2002 333000 км Минивэн / Бус,
                                        черный,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/DsLGIlpH6ROFjs8P6gDLuA/1080x-/20221021/59f1af24dc85e81a68abb4c9917a4e39.jpg
1174,"Hyundai Elantra MD [рестайлинг] Седан , 2019",14000$ ,"2019 36000 км Седан,
                                        темно-синий,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/dPUePeorvFUO1SMVBGZpFg/1080x-/20221021/ad26337da76673ec526a7ed539d89e79.jpeg
1175,"Honda , 2003",8700$ ,"2003 199 км Кроссовер,
                                        синий,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/-g5swlKkx4SlDx5Qljvk5Q/1080x-/20221021/0ebdcfa5f934e35cfff425bbc33aaf92.jpg
1176,"Audi A6 A4/C4 Универсал , 1995",4643$ ,"1995 312000 км Универсал,
                                                    2 л.,
                                                    бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/pfDPQcAHFHCsYVVBizAk_Q/1080x-/20221020/f6eba603a640fcc3a740f03c50ccd411.jpg
1177,"Hyundai Santamo 1 поколение Минивэн 5-дв. , 1999",2553$ ,"1999  Минивэн / Бус,
                                        серебряный,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/pl7J1eUVuXhxSMtClBQueg/1080x-/20221020/3874e5939ee4f4f4a4d5857db7089254.jpg
1178,"ИЖ 412 1 поколение [рестайлинг] Седан , 1978",1000$ ,"1978 60000 км Седан,
                                        оранжевый,
                                        1.5 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/0A7tYbn4zOC9QS5hjFsznQ/1080x-/20221020/e29649d90713787c815f774c59c22157.webp
1179,"Москвич 2140 , 1980",754$ ,"1980 50000 км Седан,
                                        белый,
                                        1500 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",No picture
1180,"Toyota Wish 1 поколение [рестайлинг] Минивэн , 2006",7544$ ,"2006  Минивэн / Бус,
                                        белый,
                                        1.8 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/gmQigrFgilauHHLf_iueXQ/1080x-/20221020/301091d290b60c2bd352264b5b0c6af3.jpg
1181,"Lexus NX 1 поколение Кроссовер 5-дв. , 2017",32000$ ,"2017 48000 км Кроссовер,
                                        серый,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        постоянный полный,",https://i.cars.kg/preview/r/ZkOmAl3Ru22s9CiSPJW_1w/1080x-/20221020/494265cb539250a459cc96d083f81a39.jpg
1182,"BMW X6 E71/E72 Sports Activity Coupe кроссовер , 2008",22000$ ,"2008 139000 км Кроссовер,
                                        белый,
                                        4.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/CvWvAfNCYePMhgxap1MiNg/1080x-/20221020/5f65cc25d70f287f85544d3dee8a19e5.jpg
1183,"BMW X5 E53 Кроссовер , 2003",8200$ ,"2003 262000 км Кроссовер,
                                        черный,
                                        4.4 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/VST2YRTjtAiFenHez9Ujgg/1080x-/20221020/9cb8370144a3683ee8b09727bb37d3e2.jpg
1184,"Toyota Highlander 3 поколение Кроссовер , 2017",46000$ ,"2017 70000 км Кроссовер,
                                        серый,
                                        3.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/_bAb1mU2s8iWnB41_qeqmQ/1080x-/20221020/1eec56368528bbc7356ebf2ba58ec298.jpg
1185,"Mitsubishi Lancer X Седан 4-дв. , 2012",8300$ ,"2012 217000 км Седан,
                                        серебряный,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/e1rI2zAYxlQC-6Aq70irjg/1080x-/20221020/2b8fc40837516910668679da3e800b2a.jpeg
1186,"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2017",55000$ ,"2017 40000 км Внедорожник / Пикап,
                                        белый,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/1L83v4L0lK9Kw6Vu6Ul97w/1080x-/20221020/f0de588e6d494c2356ce07ba9babe635.webp
1187,"Lexus GS , 2005",8000$ ,"2005  Седан,
                                                    3 л.,
                                        правый руль,
                                        бензин,",https://i.cars.kg/preview/r/weuuxjl3v_UvkicaeBG9jg/1080x-/20221020/5bcf359cd25e6e1f49347d2c6bb4a6fd.jpg
1188,"Toyota Windom MCV30 Седан , 2003",10700$ ,"2003 205000 км Седан,
                                        белый,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/XKBMpLfTxLp5hgeto71Ukw/1080x-/20221020/7d8369d2149692d14729291e5524c8c4.jpg
1189,"Subaru Legacy 4 поколение , 2005",6500$ ,"2005  Седан,
                                        мокрый асфальт,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/8fzZQFTDmZKZ2yY8koLWQQ/1080x-/20221019/df2bff4b65670c310bbb6d0ca3713dcc.jpg
1190,"Toyota Camry XV30 [рестайлинг] Седан , 2005",10800$ ,"2005 114000 км Седан,
                                        серый,
                                        3.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/RqwVg9B17JGEodmw3XGUoA/1080x-/20221019/a6180292f962920c832994f90353584c.jpg
1191,"Volkswagen Golf 3 поколение Хетчбэк 5-дв. , 1992",1799$ ,"1992 194000 км Хэтчбек,
                                        бордовый,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/mMw2tqFTcm81XJJNb1OUPQ/1080x-/20221019/3c3b631e74854add541a1c527dca4d63.jpg
1192,"Toyota Highlander 3 поколение Кроссовер , 2022",71000$ ,"2022 1 км Кроссовер,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/ochEuPa2Z44VB9FPV7-Iig/1080x-/20221019/5a9519802001e13721029e868b2cc7a0.jpg
1193,"BMW 3 серия E30 [рестайлинг] Седан , 1994",2800$ ,"1994 50 км Седан,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/w8Eox_VB9TxSm2OcYrOZAg/1080x-/20221019/7dc807647cacf8cc3386dc0c7e6994c2.jpg
1194,"Toyota Prius 4 поколение Хетчбэк , 2016",15500$ ,"2016 139000 км Хэтчбек,
                                        белый,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/O7RO4QmVnR_a1YNoCh8H6g/1080x-/20221019/2a12fb87decbffd935c03376d1135ccd.jpg
1195,"Chevrolet TrailBlazer 1 поколение Внедорожник 5-дв. , 2002",12800$ ,"2002 190000 км Внедорожник / Пикап,
                                        черный,
                                        4.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/D35WXDgXwCb8dyCYl6VtuA/1080x-/20221019/40e1cd0a37a29f033a4531aac770cbe0.jpg
1196,"Kia Cee'd , 2011",9000$ ,"2011 160000 км Хэтчбек,
                                        синий,
                                        1,6 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/wQ_A1d0yd30atjDcN38SAQ/1080x-/20221019/6fc9345d630c50e55aaed3dadfd84b76.jpg
1197,"Lexus RX 4 поколение Кроссовер , 2018",46000$ ,"2018 49000 км Кроссовер,
                                        белый жемчуг,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/687hgw7F41AmRw1iU5ps0g/1080x-/20221019/34316a7eb1fed4cdf62d7cdc329ba151.jpg
1198,"Renault Laguna 2 поколение Хетчбэк , 2002",4800$ ,"2002  Хэтчбек,
                                        зеленый,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/-YxLbs026DDQ0hBLDoeN_A/1080x-/20221019/6212fe1438b145c8dc202e5caf4b0c13.jpeg
1199,"Volkswagen Passat B3 Универсал , 1989",1$ ,"1989  Универсал,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/PNPOcgefc4lojwsuhrcXLg/1080x-/20221019/899dc6c518045e9001e6152f73e0a854.jpg
1200,"Lexus GX 1 поколение Внедорожник , 2004",20000$ ,"2004 142000 км Внедорожник / Пикап,
                                        черный,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/9svOkADmXizPj26p0B3Ieg/1080x-/20221019/0b0c70e042510b7720ed29b5f80fe742.jpg
1201,"Rolls-Royce Ghost 2 поколение Седан , 2020",1000$ ,"2020 10000 км Универсал,
                                        белый,
                                        6.6 л.,
                                        правый руль,
                                        дизель,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/khh2T1Y4_g82sD_E4eINlg/1080x-/20221019/15b7d299bfa9bfe8b8e0494d6b1bb35b.jpg
1202,"Daewoo Matiz M100 Хетчбэк , 2001",2901$ ,"2001 279000 км Хэтчбек,
                                        зеленый,
                                        0.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/r1gLWpHVpYA6WoUEdieLvA/1080x-/20221019/4acd15324402b25f4bf55fdbe08d1342.jpg
1203,"Volkswagen Touareg 1 поколение Кроссовер , 2004",10000$ ,"2004 300000 км Кроссовер,
                                        черный,
                                        4.2 л.,
                                                    бензин,
                                        автомат,
                                        постоянный полный,",No picture
1204,"Toyota RAV4 , 2020",42$ ,"2020 5000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/KoYtB4urPK4oIYIOiShVJg/1080x-/20221018/678a6719c00855cb0886b7e4b769c442.jpg
1205,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",26000$ ,"2016 42000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/W6V0kaEmuX4m9_T9vdsQHg/1080x-/20221018/83fc87d70d03334d7107c87a4aa0102b.jpg
1206,"Lexus GX 1 поколение Внедорожник , 2005",23000$ ,"2005 170000 км Внедорожник / Пикап,
                                        белый,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/VDexFMGTPWldf_CWEVFaLQ/1080x-/20221018/a3a1f0913cff0662cf7540b94dc49aa7.jpg
1207,"BMW 5 серия F07/F10/F11 Седан , 2010",17500$ ,"2010 279000 км Седан,
                                        серый,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/gk4aaOQxxa8chnY0YXcpEg/1080x-/20221018/611fd07e1a649864d3c84ed58ee85d84.jpg
1208,"КАМАЗ , 2011",8500$ ,"2011  Внедорожник / Пикап,",No picture
1209,"Toyota Avalon XX40 Hybrid седан 4-дв. , 2018",43100$ ,"2018 56000 км Седан,
                                        коричневый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/O0pH_hNyboEpuRN_qscEOg/1080x-/20221018/bdede6a1d182ec48445508f3e576f9f8.jpg
1210,"Toyota Avalon XX40 Hybrid седан 4-дв. , 2014",18500$ ,"2014 250000 км Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/QwaydRk660sVj2ataBB5Ew/1080x-/20221018/6ad26e22bedf03146c3c0ff02cfb5729.jpg
1211,"Renault Talisman , 2017",13500$ ,"2017 71000 км Седан,
                                        серый,
                                        1.6 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/LFNcZBWb9LnR94lQW9iPAA/1080x-/20221018/1b17d0f0d5fa70da2c02404b36b50f72.jpg
1212,"Honda Stream 1 поколение Минивэн , 2002",6300$ ,"2002 310000 км Минивэн / Бус,
                                        голубой,
                                        1.7 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/5nVY--j02qAo_5zofslSpg/1080x-/20221018/bbaf4a0940462ac4c71799f7b7eb9d96.jpg
1213,"Honda Civic 8 поколение Седан 4-дв. , 2007",8200$ ,"2007 225000 км Седан,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/h-NFRdLishJe1vGgWDwuWw/1080x-/20221018/df62e2e3c7a47005d545b0f95f8bf456.jpg
1214,"BMW 5 серия E39 Седан 4-дв. , 1999",4062$ ,"1999 274000 км Седан,
                                        серебряный,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/m0YofB4E_oG0VUQ3fwn1Ng/1080x-/20221018/8ff760a28a1b7a34b3efea4a7dc3bbc7.jpg
1215,"Toyota Camry XV50 [рестайлинг] Седан , 2018",31500$ ,"2018 1 км Седан,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/RDMRV_kNUmxlufHI5YHwBw/1080x-/20221018/76d6e4b724164bfe3e60496d919ad2fb.jpg
1216,"Lexus ES 6 поколение [рестайлинг] Седан , 2016",29500$ ,"2016 1 км Седан,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/faf7nHwc2bZrrDXmyNIexA/1080x-/20221018/188b9d2c37e281c5bf6b61e0f14780b8.jpg
1217,"Lexus LX 3 поколение [2-й рестайлинг] Внедорожник , 2016",120000$ ,"2016 600000 км Внедорожник / Пикап,
                                        белый жемчуг,
                                        5.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/pvhOwpySnr7W0NBMrz2SCA/1080x-/20221018/9beba56ad47688ee4b02a9971703988d.jpg
1218,"Toyota Alphard 1 поколение [рестайлинг] Минивэн , 2008",11000$ ,"2008 132000 км Минивэн / Бус,
                                        черный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/vi2qhJA4BuMHq47gbBvq3Q/1080x-/20221018/fd5ccf634c8080ce2de5f1b7501a7e0c.jpeg
1219,"Toyota Crown S180 [рестайлинг] Седан , 2008",15$ ,"2008 42000 км Седан,
                                        белый,
                                        3.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/dK5ZJjLnYcYxtjptk9Gb8Q/1080x-/20221018/ebc9c2eb81777febbe09382ad3d17515.jpg
1220,"Kia Clarus 1 поколение [рестайлинг] Седан , 1998",1508$ ,"1998 172000 км Седан,
                                        серый,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/g_ACw3tzV9NAlNwfVOUvMg/1080x-/20221018/720623dca66d2d15b1018cae9693ea54.jpg
1221,"Mazda Atenza 1 поколение Хетчбэк , 2002",6000$ ,"2002 210527 км Хэтчбек,
                                        серебряный,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/8n3nYEPk9mXnzadUWqMNjA/1080x-/20221017/3882cca4bc5a3947f8b0437ec2ad3fa7.jpeg
1222,"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2016",55000$ ,"2016 1 км Внедорожник / Пикап,
                                        белый жемчуг,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/jMa4i4hmquon8j4mlZVLcg/1080x-/20221017/e7c8a3e4165eb509feb1921b9cf92c41.webp
1223,"Honda Odyssey 3 поколение US-spec минивэн 5-дв. , 2004",8$ ,"2004 299000 км Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        вариатор,
                                        задний,",https://i.cars.kg/preview/r/mz_lPfbuNtPUNBblfuvymg/1080x-/20221017/3b928fc57633b9f7a02a5e47ea7020ec.jpg
1224,"Toyota Camry XV50 [рестайлинг] Седан , 2016",26000$ ,"2016 114000 км Седан,
                                        белый жемчуг,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/dZgxYcQTk-Hgpcp5zyusJw/1080x-/20221017/be0761f0c2b2f853d435e31192dee907.jpeg
1225,"Subaru Forester 3 поколение , 2008",10000$ ,"2008 51400 км Кроссовер,
                                        черный,
                                        2500 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/xAqaLDCZUahD-eO7b2vT_A/1080x-/20221017/6ebedc8d6331288050a4eb13ad8e1971.jpg
1226,"Lexus RX 2 поколение , 2004",15000$ ,"2004 152800 км Кроссовер,
                                        голубой,
                                        3.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/XER83AF1hP38wbpkN7FBJA/1080x-/20221017/22b9a502cbc547283cbeaf6570eaf7eb.jpg
1227,"Toyota Highlander 3 поколение Кроссовер , 2015",33000$ ,"2015 170000 км Кроссовер,
                                        белый,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/6dzbgKC0ndYmzh7Hzh8lyg/1080x-/20221017/52c1bbc10b7193a739a953115c891e9d.jpg
1228,"Kia K5 1 поколение Седан , 2018",15500$ ,"2018 1 км Седан,
                                        белый,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/HyOa_zr2tDhNndTKAPY4MA/1080x-/20221017/7409afa930777309fe3ca4b5ca16fa86.jpg
1229,"Honda Accord 7 поколение [рестайлинг] Седан 4-дв. , 2008",10200$ ,"2008  Седан,
                                        серебряный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/KXovCnhuRT38v_Ijuga5Sg/1080x-/20221017/c424141b8dc81b3ad01d65559d75a06f.jpg
1230,"ВАЗ (Lada) 4x4 1 поколение [рестайлинг] 2129 внедорожник 3-дв. , 2002",1741$ ,"2002 73000 км Внедорожник / Пикап,
                                        белый,
                                        1.7 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        постоянный полный,",https://i.cars.kg/preview/r/I30QYxzoCnEYNDBatBV7Dg/1080x-/20221017/4174306f5aeb4c52ac3996e972195872.jpg
1231,"BMW 5 серия E39 Седан 4-дв. , 1996",4500$ ,"1996 417000 км Седан,
                                                    2.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/86AEKPkjeXpKsAqUWZsTew/1080x-/20221017/8be71ccafe163405c8bd13e132f09dca.jpg
1232,"Lexus RX 2 поколение Кроссовер , 2002",10500$ ,"2002 250000 км Кроссовер,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/Pdp4lURt7ZyQ0o4pcQKiOQ/1080x-/20221017/2d95bf781185336dd2246a2b18b5b1d6.jpg
1233,"Honda Odyssey , 2001",7000$ ,"2001  Минивэн / Бус,
                                        черный,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/7UtX4mfhGyK2G4Tp7ElaSQ/1080x-/20221017/c66611ed24f09b4436881c5bed74a75b.jpg
1234,"Lexus RX 2 поколение Кроссовер , 2003",14000$ ,"2003 145000 км Кроссовер,
                                        черный,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/wxvmaDvo-qOorIOUPdjQkA/1080x-/20221016/c879c2b62cf3afe68a03afc227409af3.jpg
1235,"Chevrolet Aveo T250 [рестайлинг] Хетчбэк 3-дв. , 2009",7100$ ,"2009 128000 км Хэтчбек,
                                        синий,
                                        1.4 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/yFOwlaMzoQXZ-NNNi4N28g/1080x-/20221016/00325013ebff44072a0c992250c26064.jpg
1236,"Toyota Highlander 3 поколение Кроссовер , 2020",68000$ ,"2020 20000 км Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/pFHdISWTPoyz6T_J7jDvqQ/1080x-/20221016/2a75bf24fa6ffe8e0668bc5c308f7e5d.jpg
1237,"Subaru Legacy 4 поколение Седан , 2004",7500$ ,"2004 236759 км Седан,
                                        серебряный,
                                        2.0 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/1vIX5r0u7Wfdli-rQjN-cw/1080x-/20221016/05249289396aa4311ec193cfec3747f0.jpeg
1238,"Toyota Land Cruiser Prado J150 Внедорожник , 2011",34000$ ,"2011 185000 км Внедорожник / Пикап,
                                        серебряный,
                                        4 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/nfPuUKBYIv97DcwdDvyNGA/1080x-/20221016/83e1188098b6084cb0af28b3136c8dd7.jpg
1239,"Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2010",19900$ ,"2010 219000 км Седан,
                                        черный,
                                        5.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/f0lW-jFq-EwY7yzkdqdO_A/1080x-/20221016/bdd8e950a30f0507278b15da26aaf230.jpeg
1240,"Honda Accord 9 поколение Седан , 2016",17800$ ,"2016 119000 км Седан,
                                        серый,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/wJ2_nt3NApZ2H-WBtLkXWA/1080x-/20221016/191648b94477c651374e17a5fc894d19.jpeg
1241,"Volkswagen Tiguan 1 поколение [рестайлинг] Кроссовер , 2016",34000$ ,"2016 24000 км Кроссовер,
                                        серебряный,
                                        2.0 л.,
                                        левый руль,
                                        бензин,
                                        типтроник,
                                        постоянный полный,",https://i.cars.kg/preview/r/BDumBMzb0kEKNKREUhRlsg/1080x-/20221016/b8f6d36cc70a22e4403e378dcba707d2.jpeg
1242,"Lexus RX 2 поколение Кроссовер , 2002",10000$ ,"2002 25000 км Кроссовер,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/dzufeeIoR0iB4NtBjjW37A/1080x-/20221016/15b47c2c7d1671947de97f99367566f0.jpg
1243,"Honda Odyssey 2 поколение [рестайлинг] Absolute минивэн 5-дв. , 2002",6500$ ,"2002  Минивэн / Бус,
                                        белый,
                                        2.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/vA7pe2ndKyRJMd-8FqdR6A/1080x-/20221016/d6469af7fef83ee3826e4239ba39f7e6.jpg
1244,"Toyota Harrier 1 поколение , 1998",9000$ ,"1998 1998 км Внедорожник / Пикап,
                                        золотой,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",No picture
1245,"Lexus GS 4 поколение Седан 4-дв. , 2013",25500$ ,"2013 135000 км Седан,
                                        серебряный,
                                        3.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        задний,",https://i.cars.kg/preview/r/0IjDg2j69IyyJB7735Q1-w/1080x-/20221016/22573997280def78580e030e7f703af3.jpg
1246,"Volkswagen Polo 5 поколение [рестайлинг] Седан , 2016",9000$ ,"2016 120000 км Седан,
                                        коричневый,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/2FfPGgRUMw8PE1qcC-0Ekg/1080x-/20221016/41f25beff111dc72039214d8098bcff0.webp
1247,"Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2011",22500$ ,"2011 155000 км Кроссовер,
                                        черный,
                                        3,5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/dlM3Z4noTJBhwoyW0OgkZA/1080x-/20221016/b806cd0ede3e1d524e754a3113422c56.jpg
1248,"Mitsubishi Galant 8 поколение Универсал , 2001",2500$ ,"2001  Универсал,
                                        зеленый,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/FYaGEwkSq3eejkZzjxY6Lw/1080x-/20221016/d27fe2c7ffa6e9946df2fc186912edf3.jpg
1249,"Honda Inspire 4 поколение Седан , 2003",8600$ ,"2003 178000 км Седан,
                                        серебряный,
                                                    правый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/oCCeAXglK1BIOLzlIQhJfQ/1080x-/20221015/36e0ce13a461a363598e57863b4508fb.jpg
1250,"Mazda Demio 2 поколение Хетчбэк , 2002",5000$ ,"2002 301000 км Хэтчбек,
                                                    1.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/_iR0KBlxFJEyYcX427ODMg/1080x-/20221015/61923df57dfe621f2ffb8c560759aa1f.jpg
1251,"Mercedes-Benz C-Класс W204/S204/C204 [рестайлинг] Купе 2-дв. , 2012",18000$ ,"2012 205000 км Купе,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/2cJl-DUOE1jy4_pOBHV3pA/1080x-/20221015/9ceffcebd01eb4d5375deaacd72bf3b6.jpg
1252,"Toyota Camry XV50 [рестайлинг] Седан , 2016",15900$ ,"2016 123168 км Седан,
                                        коричневый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/a8TR2_m3leYCx4owwQTYfg/1080x-/20221015/5ee816bb3bd19e77abb21ac418c94e8b.jpg
1253,"Chevrolet Suburban , 2005",17000$ ,"2005 150000 км Внедорожник / Пикап,
                                        белый,
                                        5,3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/YfopsICbP-E5i7HHDbMbDA/1080x-/20221015/a171c63e18b85789d176e3e3f70dc9b3.jpg
